name,sku,description,price,quantity,is_active,release_date,main_image,manual_file,category
TEXT,TEXT,TEXT,DECIMAL,INTEGER,BOOLEAN,DATE,MINIO_IMAGE,MINIO_FILE,TEXT
Extreme EagleEye Docking Station,EAG-DOC-760,Extreme EagleEye Docking Station. Comes with user manual Great for everyday use,22.95,1,true,2025-05-12,https://cdn.example.com/images/eag_doc_760.jpg,https://cdn.example.com/manuals/eag_doc_760_manual.pdf,Displays
Premium NexGen Router,NEX-ROU-304,Premium NexGen Router. Compatible with Linux Reliable router from NexGen Features cutting-edge technology,11.00,1169,true,2023-12-30,https://cdn.example.com/images/nex_rou_304.jpg,https://cdn.example.com/manuals/nex_rou_304_manual.pdf,Displays
Smart NexGen Speaker,NEX-SPE-411,Smart NexGen Speaker. Compatible with Mac Reliable speaker from NexGen,3167.99,50,true,2024-04-22,https://cdn.example.com/images/nex_spe_411.jpg,https://cdn.example.com/manuals/nex_spe_411_manual.pdf,Displays
Budget InnoGear Router,INN-ROU-371,Budget InnoGear Router. Features 2-year warranty Features innovative technology Great for travel use,68.99,67,true,2025-02-28,https://cdn.example.com/images/inn_rou_371.jpg,https://cdn.example.com/manuals/inn_rou_371_manual.pdf,Photography
Enterprise DataFlow SSD,DAT-SSD-343,Enterprise DataFlow SSD. Premium ssd from DataFlow Optimized for everyday use Supports iOS,182.00,4,true,2024-09-20,https://cdn.example.com/images/dat_ssd_343.jpg,https://cdn.example.com/manuals/dat_ssd_343_manual.pdf,Mobile
Premium PrimeTech Cable,PRI-CAB-623,Premium PrimeTech Cable. Features state-of-the-art technology Perfect for home use Durable cable from PrimeTech,534.95,492,true,2026-01-08,https://cdn.example.com/images/pri_cab_623.jpg,https://cdn.example.com/manuals/pri_cab_623_manual.pdf,Networking
High-Performance FutureTech Docking Station,FUT-DOC-896,High-Performance FutureTech Docking Station. Features latest technology Optimized for travel use,43.99,1,true,2025-10-12,https://cdn.example.com/images/fut_doc_896.jpg,https://cdn.example.com/manuals/fut_doc_896_manual.pdf,Displays
Professional InnoGear External Drive,INN-EXT-873,Professional InnoGear External Drive. Perfect for gaming use Premium external drive from InnoGear Features user manual,88.95,550,true,2026-04-02,https://cdn.example.com/images/inn_ext_873.jpg,https://cdn.example.com/manuals/inn_ext_873_manual.pdf,Storage
Elite CloudNet Memory Card,CLO-MEM-406,Elite CloudNet Memory Card. Optimized for office use Supports Linux Premium memory card from CloudNet,64.00,92,true,2025-05-17,https://cdn.example.com/images/clo_mem_406.jpg,https://cdn.example.com/manuals/clo_mem_406_manual.pdf,Displays
Budget TechNova Desktop,TEC-DES-416,Budget TechNova Desktop. Ideal for office use Includes quick start guide Compatible with Android,118.00,7,true,2025-01-03,https://cdn.example.com/images/tec_des_416.jpg,https://cdn.example.com/manuals/tec_des_416_manual.pdf,Gaming
Wireless VisionTech Switch,VIS-SWI-555,Wireless VisionTech Switch. Reliable switch from VisionTech Features 2-year warranty,823.99,94,true,2025-03-21,https://cdn.example.com/images/vis_swi_555.jpg,https://cdn.example.com/manuals/vis_swi_555_manual.pdf,Networking
Enterprise CoreSys Power Supply,COR-POW-372,Enterprise CoreSys Power Supply. Ideal for gaming use Features innovative technology Features user manual,75.95,8,true,2026-06-03,https://cdn.example.com/images/cor_pow_372.jpg,https://cdn.example.com/manuals/cor_pow_372_manual.pdf,Photography
High-Performance UltraComp Docking Station,ULT-DOC-177,High-Performance UltraComp Docking Station. Premium docking station from UltraComp Supports all major platforms Features innovative technology,42.99,65,true,2024-03-14,https://cdn.example.com/images/ult_doc_177.jpg,https://cdn.example.com/manuals/ult_doc_177_manual.pdf,Office
Compact PrimeTech Smart Speaker,PRI-SMA-974,Compact PrimeTech Smart Speaker. Supports iOS Features state-of-the-art technology Premium smart speaker from PrimeTech,34.99,397,true,2024-06-27,https://cdn.example.com/images/pri_sma_974.jpg,https://cdn.example.com/manuals/pri_sma_974_manual.pdf,Office
Super CloudNet Adapter,CLO-ADA-630,Super CloudNet Adapter. Works with iOS Features innovative technology Features user manual,12.99,84,true,2026-09-05,https://cdn.example.com/images/clo_ada_630.jpg,https://cdn.example.com/manuals/clo_ada_630_manual.pdf,Office
Professional DigiMax Scanner,DIG-SCA-693,Professional DigiMax Scanner. Designed for office use Works with Mac,185.99,278,false,2026-02-06,https://cdn.example.com/images/dig_sca_693.jpg,https://cdn.example.com/manuals/dig_sca_693_manual.pdf,Peripherals
Wireless UltraComp Adapter,ULT-ADA-204,Wireless UltraComp Adapter. Features cutting-edge technology Supports Windows Includes 1-year warranty,49.99,92,true,2025-07-12,https://cdn.example.com/images/ult_ada_204.jpg,https://cdn.example.com/manuals/ult_ada_204_manual.pdf,Photography
Essential NexGen Charger,NEX-CHA-507,Essential NexGen Charger. Comes with user manual Compatible with Mac,554.95,111,true,2026-01-12,https://cdn.example.com/images/nex_cha_507.jpg,https://cdn.example.com/manuals/nex_cha_507_manual.pdf,Storage
Compact NexGen TV,NEX-TV-476,Compact NexGen TV. Features latest technology High-quality tv from NexGen,46.99,99,true,2025-01-16,https://cdn.example.com/images/nex_tv_476.jpg,https://cdn.example.com/manuals/nex_tv_476_manual.pdf,Peripherals
Budget PrimeTech Router,PRI-ROU-886,Budget PrimeTech Router. Features latest technology Ideal for travel use,25.99,390,true,2023-11-08,https://cdn.example.com/images/pri_rou_886.jpg,https://cdn.example.com/manuals/pri_rou_886_manual.pdf,Networking
Extreme PowerEdge SSD,POW-SSD-316,Extreme PowerEdge SSD. Features state-of-the-art technology Features free technical support,26.95,61,false,2024-08-20,https://cdn.example.com/images/pow_ssd_316.jpg,https://cdn.example.com/manuals/pow_ssd_316_manual.pdf,Photography
Compact DigiMax Scanner,DIG-SCA-871,Compact DigiMax Scanner. Includes 1-year warranty Features state-of-the-art technology,179.99,378,true,2025-10-17,https://cdn.example.com/images/dig_sca_871.jpg,https://cdn.example.com/manuals/dig_sca_871_manual.pdf,Office
Slim FastTrack Cable,FAS-CAB-495,Slim FastTrack Cable. Features innovative technology Compatible with iOS Durable cable from FastTrack,288.95,13,true,2026-06-04,https://cdn.example.com/images/fas_cab_495.jpg,https://cdn.example.com/manuals/fas_cab_495_manual.pdf,Peripherals
Gaming CloudNet External Drive,CLO-EXT-743,Gaming CloudNet External Drive. Features 2-year warranty Compatible with Windows,84.99,280,true,2024-01-08,https://cdn.example.com/images/clo_ext_743.jpg,https://cdn.example.com/manuals/clo_ext_743_manual.pdf,Wearables
Home EagleEye Smart Watch,EAG-SMA-902,Home EagleEye Smart Watch. Features innovative technology Comes with quick start guide Great for home use,411.99,7,true,2026-01-06,https://cdn.example.com/images/eag_sma_902.jpg,https://cdn.example.com/manuals/eag_sma_902_manual.pdf,Peripherals
Compact DataFlow Server,DAT-SER-285,Compact DataFlow Server. Reliable server from DataFlow Features quick start guide,41.95,87,true,2026-08-29,https://cdn.example.com/images/dat_ser_285.jpg,https://cdn.example.com/manuals/dat_ser_285_manual.pdf,Peripherals
Gaming ElectraSmart Media Player,ELE-MED-487,Gaming ElectraSmart Media Player. Reliable media player from ElectraSmart Compatible with Mac Comes with free technical support,160.99,3,true,2026-10-08,https://cdn.example.com/images/ele_med_487.jpg,https://cdn.example.com/manuals/ele_med_487_manual.pdf,Storage
Mega DataFlow Server,DAT-SER-545,Mega DataFlow Server. Reliable server from DataFlow Features cutting-edge technology Ideal for office use,289.99,1676,true,2026-07-13,https://cdn.example.com/images/dat_ser_545.jpg,https://cdn.example.com/manuals/dat_ser_545_manual.pdf,Smart Home
Premium DataFlow Smartphone,DAT-SMA-302,Premium DataFlow Smartphone. Compatible with Mac Advanced smartphone from DataFlow,119.95,3,true,2024-05-14,https://cdn.example.com/images/dat_sma_302.jpg,https://cdn.example.com/manuals/dat_sma_302_manual.pdf,Gaming
Super DataFlow RAM,DAT-RAM-965,Super DataFlow RAM. Supports all major platforms Reliable ram from DataFlow,90.99,79,true,2026-05-06,https://cdn.example.com/images/dat_ram_965.jpg,https://cdn.example.com/manuals/dat_ram_965_manual.pdf,Audio
Travel CloudNet Cable,CLO-CAB-948,Travel CloudNet Cable. Supports Android Designed for office use,129.95,66,true,2024-11-08,https://cdn.example.com/images/clo_cab_948.jpg,https://cdn.example.com/manuals/clo_cab_948_manual.pdf,Storage
Essential DataFlow Smart Watch,DAT-SMA-894,Essential DataFlow Smart Watch. High-quality smart watch from DataFlow Features cutting-edge technology,134.00,104,true,2026-03-28,https://cdn.example.com/images/dat_sma_894.jpg,https://cdn.example.com/manuals/dat_sma_894_manual.pdf,Displays
Ultra ElectraSmart Graphics Card,ELE-GRA-352,Ultra ElectraSmart Graphics Card. Premium graphics card from ElectraSmart Great for home use,28.95,13,true,2026-01-21,https://cdn.example.com/images/ele_gra_352.jpg,https://cdn.example.com/manuals/ele_gra_352_manual.pdf,Displays
Portable TechNova Microphone,TEC-MIC-861,Portable TechNova Microphone. Features advanced technology Perfect for everyday use Premium microphone from TechNova,91.00,235,true,2024-06-22,https://cdn.example.com/images/tec_mic_861.jpg,https://cdn.example.com/manuals/tec_mic_861_manual.pdf,Photography
Enterprise TechPro Cooling Fan,TEC-COO-163,Enterprise TechPro Cooling Fan. Features quick start guide Great for gaming use,34.95,41,true,2026-02-27,https://cdn.example.com/images/tec_coo_163.jpg,https://cdn.example.com/manuals/tec_coo_163_manual.pdf,Mobile
Ultimate FutureTech Smart Speaker,FUT-SMA-422,Ultimate FutureTech Smart Speaker. Features innovative technology Works with iOS Premium smart speaker from FutureTech,713.99,1,true,2026-05-20,https://cdn.example.com/images/fut_sma_422.jpg,https://cdn.example.com/manuals/fut_sma_422_manual.pdf,Office
Smart EagleEye Processor,EAG-PRO-242,Smart EagleEye Processor. Features advanced technology Supports all major platforms,63.95,50,true,2024-12-08,https://cdn.example.com/images/eag_pro_242.jpg,https://cdn.example.com/manuals/eag_pro_242_manual.pdf,Wearables
Extreme FutureTech Desktop,FUT-DES-656,Extreme FutureTech Desktop. Features innovative technology Compatible with iOS Optimized for home use,860.99,28,true,2025-03-06,https://cdn.example.com/images/fut_des_656.jpg,https://cdn.example.com/manuals/fut_des_656_manual.pdf,Computers
Budget CloudNet Monitor,CLO-MON-808,Budget CloudNet Monitor. Features advanced technology Comes with user manual,400.95,176,true,2024-02-09,https://cdn.example.com/images/clo_mon_808.jpg,https://cdn.example.com/manuals/clo_mon_808_manual.pdf,Gaming
Professional FastTrack RAM,FAS-RAM-670,Professional FastTrack RAM. Features advanced technology Features user manual,696.00,430,true,2026-04-09,https://cdn.example.com/images/fas_ram_670.jpg,https://cdn.example.com/manuals/fas_ram_670_manual.pdf,Photography
Professional ByteWise Smart Speaker,BYT-SMA-357,Professional ByteWise Smart Speaker. Works with Android Comes with quick start guide High-quality smart speaker from ByteWise,1542.99,16,true,2024-07-07,https://cdn.example.com/images/byt_sma_357.jpg,https://cdn.example.com/manuals/byt_sma_357_manual.pdf,Mobile
Mini HyperLink Lens,HYP-LEN-659,Mini HyperLink Lens. Features user manual Features advanced technology,4014.95,94,true,2025-05-13,https://cdn.example.com/images/hyp_len_659.jpg,https://cdn.example.com/manuals/hyp_len_659_manual.pdf,Accessories
Elite PrimeTech SSD,PRI-SSD-687,Elite PrimeTech SSD. Optimized for professional use Comes with user manual Supports Windows,537.00,12,true,2024-01-06,https://cdn.example.com/images/pri_ssd_687.jpg,https://cdn.example.com/manuals/pri_ssd_687_manual.pdf,Components
Mini CloudNet USB Drive,CLO-USB-667,Mini CloudNet USB Drive. Features latest technology High-quality usb drive from CloudNet Comes with quick start guide,120.99,1972,true,2024-09-26,https://cdn.example.com/images/clo_usb_667.jpg,https://cdn.example.com/manuals/clo_usb_667_manual.pdf,Displays
Essential InnoGear Microphone,INN-MIC-916,Essential InnoGear Microphone. Features state-of-the-art technology Durable microphone from InnoGear Works with Android,84.99,81,true,2024-08-16,https://cdn.example.com/images/inn_mic_916.jpg,https://cdn.example.com/manuals/inn_mic_916_manual.pdf,Office
Ultimate ByteWise Cooling Fan,BYT-COO-458,Ultimate ByteWise Cooling Fan. Reliable cooling fan from ByteWise Features 2-year warranty Features innovative technology,829.99,34,true,2026-08-02,https://cdn.example.com/images/byt_coo_458.jpg,https://cdn.example.com/manuals/byt_coo_458_manual.pdf,Components
Ultra VisionTech Router,VIS-ROU-503,Ultra VisionTech Router. High-quality router from VisionTech Features cutting-edge technology Ideal for everyday use,116.99,795,true,2025-12-30,https://cdn.example.com/images/vis_rou_503.jpg,https://cdn.example.com/manuals/vis_rou_503_manual.pdf,Computers
Enterprise FastTrack External Drive,FAS-EXT-226,Enterprise FastTrack External Drive. Ideal for professional use Features state-of-the-art technology,27.99,15,false,2025-02-19,https://cdn.example.com/images/fas_ext_226.jpg,https://cdn.example.com/manuals/fas_ext_226_manual.pdf,Components
Budget TechPro Adapter,TEC-ADA-437,Budget TechPro Adapter. Advanced adapter from TechPro Comes with quick start guide Features latest technology,100.00,43,true,2024-05-24,https://cdn.example.com/images/tec_ada_437.jpg,https://cdn.example.com/manuals/tec_ada_437_manual.pdf,Computers
Enterprise PrimeTech Camera,PRI-CAM-424,Enterprise PrimeTech Camera. Ideal for home use Features advanced technology,26.99,9,true,2025-06-25,https://cdn.example.com/images/pri_cam_424.jpg,https://cdn.example.com/manuals/pri_cam_424_manual.pdf,Photography
Home FastTrack Cable,FAS-CAB-194,Home FastTrack Cable. Features latest technology Optimized for everyday use Supports Linux,939.00,86,true,2024-03-20,https://cdn.example.com/images/fas_cab_194.jpg,https://cdn.example.com/manuals/fas_cab_194_manual.pdf,Computers
Compact HyperLink VR Headset,HYP-VR -445,Compact HyperLink VR Headset. High-quality vr headset from HyperLink Includes 1-year warranty,43.95,5,false,2025-06-24,https://cdn.example.com/images/hyp_vr _445.jpg,https://cdn.example.com/manuals/hyp_vr _445_manual.pdf,Audio
Budget HyperLink Cable,HYP-CAB-646,Budget HyperLink Cable. Durable cable from HyperLink Compatible with all major platforms Perfect for professional use,161.00,157,true,2025-11-20,https://cdn.example.com/images/hyp_cab_646.jpg,https://cdn.example.com/manuals/hyp_cab_646_manual.pdf,Accessories
Elite PrimeTech Smart Watch,PRI-SMA-472,Elite PrimeTech Smart Watch. Features innovative technology Advanced smart watch from PrimeTech Perfect for home use,38.95,421,true,2025-09-27,https://cdn.example.com/images/pri_sma_472.jpg,https://cdn.example.com/manuals/pri_sma_472_manual.pdf,Computers
Travel VisionTech VR Headset,VIS-VR -691,Travel VisionTech VR Headset. Features cutting-edge technology Advanced vr headset from VisionTech Great for gaming use,18.95,251,true,2024-05-27,https://cdn.example.com/images/vis_vr _691.jpg,https://cdn.example.com/manuals/vis_vr _691_manual.pdf,Wearables
Elite FastTrack Lens,FAS-LEN-637,Elite FastTrack Lens. Optimized for professional use Includes 2-year warranty Durable lens from FastTrack,454.95,8,true,2025-11-06,https://cdn.example.com/images/fas_len_637.jpg,https://cdn.example.com/manuals/fas_len_637_manual.pdf,Smart Home
Home PrimeTech External Drive,PRI-EXT-508,Home PrimeTech External Drive. Features state-of-the-art technology Compatible with Windows Great for home use,3447.99,25,true,2025-09-12,https://cdn.example.com/images/pri_ext_508.jpg,https://cdn.example.com/manuals/pri_ext_508_manual.pdf,Photography
Premium DigiMax Game Controller,DIG-GAM-770,Premium DigiMax Game Controller. Features cutting-edge technology Premium game controller from DigiMax Supports Linux,85.00,31,true,2026-07-28,https://cdn.example.com/images/dig_gam_770.jpg,https://cdn.example.com/manuals/dig_gam_770_manual.pdf,Computers
Premium DigiMax Media Player,DIG-MED-370,Premium DigiMax Media Player. Compatible with iOS Comes with user manual,3459.95,50,true,2026-04-22,https://cdn.example.com/images/dig_med_370.jpg,https://cdn.example.com/manuals/dig_med_370_manual.pdf,Components
Ultra PrimeTech Cable,PRI-CAB-113,Ultra PrimeTech Cable. Features innovative technology Advanced cable from PrimeTech Great for everyday use,155.00,172,true,2026-07-15,https://cdn.example.com/images/pri_cab_113.jpg,https://cdn.example.com/manuals/pri_cab_113_manual.pdf,Audio
High-Performance PowerEdge Scanner,POW-SCA-146,High-Performance PowerEdge Scanner. Designed for office use Supports Linux,369.95,8,true,2025-01-14,https://cdn.example.com/images/pow_sca_146.jpg,https://cdn.example.com/manuals/pow_sca_146_manual.pdf,Networking
Business EagleEye Cable,EAG-CAB-584,Business EagleEye Cable. Advanced cable from EagleEye Includes 1-year warranty Works with Mac,62.99,68,false,2024-12-29,https://cdn.example.com/images/eag_cab_584.jpg,https://cdn.example.com/manuals/eag_cab_584_manual.pdf,Components
Wireless ByteWise Smartphone,BYT-SMA-767,Wireless ByteWise Smartphone. Features advanced technology Compatible with iOS,42.00,17,true,2025-11-20,https://cdn.example.com/images/byt_sma_767.jpg,https://cdn.example.com/manuals/byt_sma_767_manual.pdf,Peripherals
Smart DataFlow Webcam,DAT-WEB-189,Smart DataFlow Webcam. Great for travel use Advanced webcam from DataFlow Features cutting-edge technology,15.95,470,true,2025-05-04,https://cdn.example.com/images/dat_web_189.jpg,https://cdn.example.com/manuals/dat_web_189_manual.pdf,Smart Home
Mini InnoGear Adapter,INN-ADA-379,Mini InnoGear Adapter. Supports Mac Designed for everyday use Features user manual,20.95,8,true,2025-01-23,https://cdn.example.com/images/inn_ada_379.jpg,https://cdn.example.com/manuals/inn_ada_379_manual.pdf,Smart Home
Super ElectraSmart Smart Watch,ELE-SMA-945,Super ElectraSmart Smart Watch. Includes free technical support Features state-of-the-art technology Works with all major platforms,69.95,82,true,2023-11-20,https://cdn.example.com/images/ele_sma_945.jpg,https://cdn.example.com/manuals/ele_sma_945_manual.pdf,Photography
Ultimate TechPro USB Drive,TEC-USB-572,Ultimate TechPro USB Drive. Supports Mac Features advanced technology,37.95,134,true,2025-02-12,https://cdn.example.com/images/tec_usb_572.jpg,https://cdn.example.com/manuals/tec_usb_572_manual.pdf,Photography
Business CoreSys Smartphone,COR-SMA-275,Business CoreSys Smartphone. Advanced smartphone from CoreSys Comes with free technical support Features cutting-edge technology,25.99,46,true,2024-06-11,https://cdn.example.com/images/cor_sma_275.jpg,https://cdn.example.com/manuals/cor_sma_275_manual.pdf,Gaming
Portable UltraComp Cooling Fan,ULT-COO-112,Portable UltraComp Cooling Fan. Reliable cooling fan from UltraComp Supports iOS Comes with 1-year warranty,183.95,287,true,2025-05-23,https://cdn.example.com/images/ult_coo_112.jpg,https://cdn.example.com/manuals/ult_coo_112_manual.pdf,Smart Home
Elite HyperLink Scanner,HYP-SCA-331,Elite HyperLink Scanner. Optimized for gaming use Advanced scanner from HyperLink,307.00,146,true,2024-05-04,https://cdn.example.com/images/hyp_sca_331.jpg,https://cdn.example.com/manuals/hyp_sca_331_manual.pdf,Office
Travel ElectraSmart Memory Card,ELE-MEM-329,Travel ElectraSmart Memory Card. Compatible with Linux Perfect for home use,140.99,210,true,2024-11-12,https://cdn.example.com/images/ele_mem_329.jpg,https://cdn.example.com/manuals/ele_mem_329_manual.pdf,Components
Enterprise FastTrack Charger,FAS-CHA-447,Enterprise FastTrack Charger. Premium charger from FastTrack Features cutting-edge technology Comes with user manual,55.99,10,true,2025-01-08,https://cdn.example.com/images/fas_cha_447.jpg,https://cdn.example.com/manuals/fas_cha_447_manual.pdf,Photography
Slim CoreSys Docking Station,COR-DOC-527,Slim CoreSys Docking Station. Durable docking station from CoreSys Optimized for office use,28.99,26,true,2024-07-27,https://cdn.example.com/images/cor_doc_527.jpg,https://cdn.example.com/manuals/cor_doc_527_manual.pdf,Office
Portable ElectraSmart Headphones,ELE-HEA-368,Portable ElectraSmart Headphones. Compatible with iOS Advanced headphones from ElectraSmart Ideal for office use,125.99,136,true,2026-03-24,https://cdn.example.com/images/ele_hea_368.jpg,https://cdn.example.com/manuals/ele_hea_368_manual.pdf,Accessories
Rugged ElectraSmart Smart Watch,ELE-SMA-898,Rugged ElectraSmart Smart Watch. Supports Android Great for travel use,188.95,9,true,2026-07-02,https://cdn.example.com/images/ele_sma_898.jpg,https://cdn.example.com/manuals/ele_sma_898_manual.pdf,Wearables
Ergonomic GlobalTech Speaker,GLO-SPE-387,Ergonomic GlobalTech Speaker. Great for travel use Compatible with Android Features innovative technology,15.95,52,true,2024-08-04,https://cdn.example.com/images/glo_spe_387.jpg,https://cdn.example.com/manuals/glo_spe_387_manual.pdf,Networking
Mini InnoGear Printer,INN-PRI-809,Mini InnoGear Printer. Features innovative technology Comes with 2-year warranty,87.95,55,true,2026-05-04,https://cdn.example.com/images/inn_pri_809.jpg,https://cdn.example.com/manuals/inn_pri_809_manual.pdf,Networking
Slim HyperLink Mouse,HYP-MOU-552,Slim HyperLink Mouse. Features cutting-edge technology Comes with 2-year warranty Perfect for professional use,148.00,263,true,2024-01-01,https://cdn.example.com/images/hyp_mou_552.jpg,https://cdn.example.com/manuals/hyp_mou_552_manual.pdf,Audio
Essential TechNova Case,TEC-CAS-721,Essential TechNova Case. Features state-of-the-art technology Designed for everyday use,27.00,34,true,2024-06-30,https://cdn.example.com/images/tec_cas_721.jpg,https://cdn.example.com/manuals/tec_cas_721_manual.pdf,Storage
Mega ElectraSmart Case,ELE-CAS-167,Mega ElectraSmart Case. Compatible with Windows Advanced case from ElectraSmart Features 2-year warranty,171.99,71,false,2025-06-21,https://cdn.example.com/images/ele_cas_167.jpg,https://cdn.example.com/manuals/ele_cas_167_manual.pdf,Peripherals
Home NexGen External Battery,NEX-EXT-683,Home NexGen External Battery. High-quality external battery from NexGen Great for everyday use,294.99,1026,true,2024-08-20,https://cdn.example.com/images/nex_ext_683.jpg,https://cdn.example.com/manuals/nex_ext_683_manual.pdf,Mobile
Ultra NexGen Docking Station,NEX-DOC-778,Ultra NexGen Docking Station. Supports Android Features free technical support,161.99,82,true,2026-08-14,https://cdn.example.com/images/nex_doc_778.jpg,https://cdn.example.com/manuals/nex_doc_778_manual.pdf,Audio
Rugged HyperLink Camera,HYP-CAM-897,Rugged HyperLink Camera. Reliable camera from HyperLink Features advanced technology Features quick start guide,27.00,12,true,2026-01-26,https://cdn.example.com/images/hyp_cam_897.jpg,https://cdn.example.com/manuals/hyp_cam_897_manual.pdf,Office
Mega ByteWise Camera,BYT-CAM-442,Mega ByteWise Camera. Features advanced technology Perfect for office use Compatible with Mac,48.99,46,true,2025-06-25,https://cdn.example.com/images/byt_cam_442.jpg,https://cdn.example.com/manuals/byt_cam_442_manual.pdf,Gaming
Professional DataFlow Hard Drive,DAT-HAR-427,Professional DataFlow Hard Drive. Features cutting-edge technology Compatible with Mac Designed for professional use,15.95,78,true,2025-06-18,https://cdn.example.com/images/dat_har_427.jpg,https://cdn.example.com/manuals/dat_har_427_manual.pdf,Mobile
Professional TechPro Cable,TEC-CAB-753,Professional TechPro Cable. Compatible with Mac Comes with free technical support Features advanced technology,34.95,1619,true,2025-07-23,https://cdn.example.com/images/tec_cab_753.jpg,https://cdn.example.com/manuals/tec_cab_753_manual.pdf,Computers
Ultra ByteWise Tripod,BYT-TRI-737,Ultra ByteWise Tripod. Features latest technology Includes user manual,146.00,97,true,2025-05-24,https://cdn.example.com/images/byt_tri_737.jpg,https://cdn.example.com/manuals/byt_tri_737_manual.pdf,Photography
Extreme ElectraSmart Printer,ELE-PRI-686,Extreme ElectraSmart Printer. Ideal for gaming use Durable printer from ElectraSmart Comes with 2-year warranty,198.99,1954,true,2025-10-13,https://cdn.example.com/images/ele_pri_686.jpg,https://cdn.example.com/manuals/ele_pri_686_manual.pdf,Computers
Ultra PrimeTech External Drive,PRI-EXT-277,Ultra PrimeTech External Drive. Perfect for everyday use Features innovative technology,191.95,64,true,2026-06-12,https://cdn.example.com/images/pri_ext_277.jpg,https://cdn.example.com/manuals/pri_ext_277_manual.pdf,Computers
Business DataFlow Motherboard,DAT-MOT-422,Business DataFlow Motherboard. Reliable motherboard from DataFlow Features state-of-the-art technology,285.99,427,true,2025-07-27,https://cdn.example.com/images/dat_mot_422.jpg,https://cdn.example.com/manuals/dat_mot_422_manual.pdf,Networking
Travel FastTrack Server,FAS-SER-529,Travel FastTrack Server. Ideal for travel use Comes with user manual Compatible with Windows,82.95,157,true,2024-01-04,https://cdn.example.com/images/fas_ser_529.jpg,https://cdn.example.com/manuals/fas_ser_529_manual.pdf,Office
Home UltraComp Monitor,ULT-MON-440,Home UltraComp Monitor. Works with Mac Features cutting-edge technology,298.99,19,true,2026-08-06,https://cdn.example.com/images/ult_mon_440.jpg,https://cdn.example.com/manuals/ult_mon_440_manual.pdf,Computers
Ultra PowerEdge Hard Drive,POW-HAR-263,Ultra PowerEdge Hard Drive. Includes quick start guide Optimized for professional use,149.99,211,true,2024-08-10,https://cdn.example.com/images/pow_har_263.jpg,https://cdn.example.com/manuals/pow_har_263_manual.pdf,Gaming
High-Performance HyperLink RAM,HYP-RAM-924,High-Performance HyperLink RAM. Features state-of-the-art technology Ideal for professional use,125.99,1131,true,2023-10-17,https://cdn.example.com/images/hyp_ram_924.jpg,https://cdn.example.com/manuals/hyp_ram_924_manual.pdf,Smart Home
Extreme FastTrack Keyboard,FAS-KEY-634,Extreme FastTrack Keyboard. Features advanced technology Optimized for office use,26.99,78,true,2026-04-04,https://cdn.example.com/images/fas_key_634.jpg,https://cdn.example.com/manuals/fas_key_634_manual.pdf,Networking
Compact TechNova Charger,TEC-CHA-766,Compact TechNova Charger. Features 1-year warranty Works with Mac Optimized for gaming use,25.99,66,true,2023-12-03,https://cdn.example.com/images/tec_cha_766.jpg,https://cdn.example.com/manuals/tec_cha_766_manual.pdf,Accessories
High-Performance CoreSys USB Drive,COR-USB-837,High-Performance CoreSys USB Drive. Great for home use Supports iOS Comes with 1-year warranty,445.99,0,true,2024-11-11,https://cdn.example.com/images/cor_usb_837.jpg,https://cdn.example.com/manuals/cor_usb_837_manual.pdf,Peripherals
Slim UltraComp Hard Drive,ULT-HAR-590,Slim UltraComp Hard Drive. Ideal for home use Features latest technology Compatible with all major platforms,4857.99,40,true,2025-05-06,https://cdn.example.com/images/ult_har_590.jpg,https://cdn.example.com/manuals/ult_har_590_manual.pdf,Wearables
Mega VisionTech Monitor,VIS-MON-426,Mega VisionTech Monitor. Features cutting-edge technology Features free technical support Ideal for professional use,921.95,173,true,2026-03-22,https://cdn.example.com/images/vis_mon_426.jpg,https://cdn.example.com/manuals/vis_mon_426_manual.pdf,Wearables
High-Performance DigiMax Hard Drive,DIG-HAR-609,High-Performance DigiMax Hard Drive. Features innovative technology Features 2-year warranty,47.95,20,true,2025-06-02,https://cdn.example.com/images/dig_har_609.jpg,https://cdn.example.com/manuals/dig_har_609_manual.pdf,Gaming
